,Sales_ID,name,year,selling_price,km_driven,Region,State or Province,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,sold
1880,1937,Maruti,2009,140000,96000,East,New York,White Plains,Petrol,Individual,Manual,Second_Owner,18.9,1061,67.0,84Nm@ 3500rpm,5,Y
1838,1893,Maruti,2009,150000,70000,Central,Texas,Lancaster,Petrol,Individual,Manual,Fourth_Above_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,Y
958,987,Chevrolet,2009,95000,120000,West,California,Los Angeles,Petrol,Individual,Manual,Third_Owner,18.0,995,62.0,90.3Nm@ 4200rpm,5,Y
1957,2017,Mahindra,2009,161000,120000,South,Florida,Port Charlotte,Diesel,Individual,Manual,Third_Owner,14.0,2498,112.0,260 Nm at 1800-2200 rpm,8,Y
889,918,Maruti,2009,180000,144000,East,New York,New York City,Diesel,Individual,Manual,Second_Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,Y
1004,1035,Maruti,2009,120000,90000,Central,Illinois,Highland Park,Petrol,Individual,Manual,First_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,Y
1969,2029,Hyundai,2009,150000,110000,East,Ohio,Mansfield,Petrol,Individual,Manual,Second_Owner,20.36,1197,78.9,111.7Nm@ 4000rpm,5,Y
1649,1700,Hyundai,2009,150000,77000,Central,Illinois,Rock Island,Petrol,Individual,Manual,First_Owner,17.92,1086,62.1,96.1Nm@ 3000rpm,5,Y
1267,1306,Hyundai,2009,170000,100000,East,New Jersey,Millville,Petrol,Individual,Manual,First_Owner,20.36,1197,78.9,111.8Nm@ 4000rpm,5,Y
1259,1298,Chevrolet,2009,250000,80000,Central,Wisconsin,Watertown,Petrol,Individual,Manual,Second_Owner,12.9,1598,102.5,148Nm@ 4000rpm,5,Y
1480,1529,Maruti,2009,250000,60000,West,Arizona,Scottsdale,Petrol,Individual,Manual,Third_Owner,17.5,1298,85.8,114Nm@ 4000rpm,5,Y
1487,1536,Tata,2009,150000,150000,East,Maryland,Edgewood,Diesel,Individual,Manual,Fourth_Above_Owner,11.57,2179,138.1,320Nm@ 1700-2700rpm,7,Y
1488,1537,Mahindra,2009,135000,120000,East,Maryland,Edgewood,Petrol,Individual,Manual,First_Owner,15.7,1390,75.0,"11@ 3,000(kgm@ rpm)",5,Y
1509,1558,Maruti,2009,135000,50000,South,Virginia,Rose Hill,Petrol,Individual,Manual,Second_Owner,18.9,1061,67.0,84Nm@ 3500rpm,5,Y
1218,1257,Hyundai,2009,340000,40000,South,Florida,Tampa,Diesel,Individual,Manual,First_Owner,23.0,1396,90.0,22.4 kgm at 1750-2750rpm,5,Y
1215,1254,Maruti,2009,180000,85000,South,Florida,Titusville,Diesel,Individual,Manual,Third_Owner,21.1,1248,73.9,113Nm@ 4500rpm,5,Y
1206,1245,Maruti,2009,120000,120000,East,New York,Valley Stream,Petrol,Individual,Manual,First_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,Y
1371,1415,Maruti,2009,114999,60000,Central,Texas,Cedar Hill,Petrol,Individual,Manual,Third_Owner,18.9,1061,67.0,84Nm@ 3500rpm,5,Y
1383,1427,Hyundai,2009,210000,90000,South,Florida,Homestead,Diesel,Individual,Manual,Second_Owner,18.1,1493,110.0,"24@ 1,900-2,750(kgm@ rpm)",5,Y
1332,1375,Honda,2009,350000,54290,Central,Minnesota,Burnsville,Petrol,Dealer,Manual,First_Owner,17.0,1497,118.0,146Nm at 4800 rpm,5,Y
1412,1459,Hyundai,2009,229999,50000,Central,Kansas,Hutchinson,Petrol,Individual,Manual,Second_Owner,19.81,1086,68.05,99.04Nm@ 4500rpm,5,Y
1311,1354,Maruti,2009,130000,80000,East,New York,Holbrook,Petrol,Individual,Manual,Third_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,Y
1295,1336,Maruti,2009,250000,105000,South,Florida,Miramar,Diesel,Individual,Manual,Second_Owner,17.8,1248,75.0,190Nm@ 2000rpm,5,Y
1424,1471,Mahindra,2009,270000,150000,West,California,Davis,Diesel,Individual,Manual,Second_Owner,13.6,2523,63.0,180 Nm at 1440-1500rpm,7,Y
1688,1739,Mahindra,2009,320000,80000,Central,Indiana,Carmel,Diesel,Individual,Manual,Third_Owner,12.05,2179,120.0,290Nm@ 1800-2800rpm,7,Y
1586,1635,Hyundai,2009,150000,90000,West,Washington,Mount Vernon,Petrol,Individual,Manual,First_Owner,17.92,1086,62.1,96.1Nm@ 3000rpm,5,Y
1603,1654,Hyundai,2009,170000,90000,South,Alabama,Selma,Petrol,Individual,Manual,Second_Owner,20.36,1197,78.9,111.8Nm@ 4000rpm,5,Y
1153,1188,Chevrolet,2009,90000,50000,Central,Oklahoma,Moore,Petrol,Individual,Manual,Second_Owner,16.0,995,63.0,"9.2@ 4,200(kgm@ rpm)",5,Y
1609,1660,Mahindra,2009,200000,176000,East,West Virginia,Morgantown,Diesel,Individual,Manual,Second_Owner,17.0,1461,66.0,"16@ 2,000(kgm@ rpm)",5,Y
1261,1300,Honda,2009,400000,100000,West,California,Los Altos,Petrol,Individual,Automatic,Second_Owner,11.7,2354,177.6,222Nm@ 4300rpm,5,Y
652,672,Hyundai,2009,150000,110000,West,California,Los Angeles,Diesel,Individual,Manual,Second_Owner,17.1,1493,110.0,"24@ 1,900-2,750(kgm@ rpm)",5,Y
568,588,Toyota,2009,561000,170000,East,Pennsylvania,Philadelphia,Diesel,Individual,Manual,Third_Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8,Y
90,95,Maruti,2009,175000,55500,East,Pennsylvania,Philadelphia,Petrol,Dealer,Manual,First_Owner,18.2,998,67.1,90Nm@ 3500rpm,5,Y
815,843,Tata,2009,125000,100000,East,Pennsylvania,Philadelphia,Diesel,Individual,Manual,Second_Owner,17.0,1405,71.0,135Nm@ 2500rpm,5,Y
27,29,Maruti,2009,220000,120000,South,Georgia,Atlanta,Petrol,Individual,Manual,First_Owner,18.9,1061,67.0,84Nm@ 3500rpm,5,Y
823,851,Maruti,2009,120000,58000,East,Massachusetts,Boston,Petrol,Individual,Manual,First_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,Y
671,692,Hyundai,2009,114999,90000,West,California,San Diego,Petrol,Individual,Manual,Fourth_Above_Owner,17.92,1086,62.1,96.1Nm@ 3000rpm,5,Y
383,398,Hyundai,2009,340000,214000,West,California,Los Angeles,Diesel,Individual,Manual,Second_Owner,16.8,1493,110.0,"24@ 1,900-2,750(kgm@ rpm)",5,Y
382,397,Hyundai,2009,340000,214000,Central,Texas,Dallas,Petrol,Individual,Manual,Second_Owner,13.9,1599,103.2,"14.9@ 3,000(kgm@ rpm)",5,Y
96,101,Maruti,2009,185000,77000,East,District of Columbia,Washington,Petrol,Dealer,Manual,Second_Owner,21.79,998,67.05,90Nm@ 3500rpm,5,Y
625,645,Tata,2009,135000,28900,East,New York,New York City,Petrol,Individual,Manual,Second_Owner,0.0,1172,65.0,"9.8@ 3,000(kgm@ rpm)",5,Y
423,438,Maruti,2009,130000,40000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,16.1,796,37.0,59Nm@ 2500rpm,4,Y
765,793,Honda,2009,250000,105000,West,California,Los Angeles,Petrol,Individual,Automatic,Second_Owner,12.9,1799,130.0,172Nm@ 4300rpm,5,Y
110,115,Toyota,2009,300000,100000,East,New York,New York City,Petrol,Individual,Manual,Second_Owner,14.53,1798,138.1,173Nm@ 4000rpm,5,Y
530,548,Maruti,2009,275000,90000,Central,Illinois,Chicago,Diesel,Individual,Manual,Second_Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,Y
791,819,Maruti,2009,101000,90000,West,Washington,Seattle,Petrol,Individual,Manual,Fourth_Above_Owner,19.7,796,35.0,6.1kgm@ 3000rpm,8,Y
123,129,Hyundai,2009,135000,80000,West,Washington,Seattle,Petrol,Individual,Manual,Second_Owner,17.92,1086,62.1,96.1Nm@ 3000rpm,5,Y
758,786,Hyundai,2009,120000,90000,East,New York,New York City,Petrol,Individual,Manual,Second_Owner,0.0,1086,62.0,96.1Nm@ 3000rpm,5,Y
184,191,Honda,2009,345000,47000,West,California,Los Angeles,Petrol,Individual,Manual,Second_Owner,17.0,1497,118.0,146Nm at 4800 rpm,5,Y
756,784,Mahindra,2009,290000,120000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,13.6,2523,63.0,180 Nm at 1440-1500rpm,7,Y
586,606,Tata,2009,180000,120000,South,North Carolina,Charlotte,Diesel,Individual,Manual,Second_Owner,18.8,1248,90.0,200Nm@ 1750-3000rpm,5,Y
276,287,Mahindra,2009,400000,170000,West,California,Los Angeles,Diesel,Individual,Manual,Second_Owner,13.6,2523,63.0,180 Nm at 1440-1500rpm,7,Y
343,357,Hyundai,2009,215000,60000,East,New York,New York City,Petrol,Dealer,Manual,First_Owner,20.36,1197,78.9,111.8Nm@ 4000rpm,5,Y
861,890,Ford,2009,150000,100000,East,New York,New York City,Diesel,Individual,Manual,Fourth_Above_Owner,17.7,1399,68.0,"16@ 2,000(kgm@ rpm)",5,Y
377,392,Honda,2009,500000,120000,West,Washington,Seattle,Petrol,Individual,Automatic,Second_Owner,11.1,2354,158.8,218Nm@ 4200rpm,5,Y
690,711,Mahindra,2009,270000,70000,West,California,Los Angeles,Diesel,Individual,Manual,Second_Owner,13.6,2523,63.0,180 Nm at 1440-1500rpm,8,Y
162,169,Toyota,2009,450000,71000,East,New York,New York City,Petrol,Dealer,Automatic,First_Owner,12.1,2362,164.7,224Nm@ 4000rpm,5,Y
510,526,Maruti,2009,125000,60000,Central,Texas,Dallas,Petrol,Individual,Manual,Third_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,Y
675,696,Maruti,2009,135000,150000,West,Washington,Seattle,Petrol,Individual,Manual,Second_Owner,18.9,1061,67.0,84Nm@ 3500rpm,5,Y
13,15,Maruti,2009,180000,90000,East,Massachusetts,Boston,Petrol,Individual,Manual,Second_Owner,18.9,1061,67.0,84Nm@ 3500rpm,5,Y
12,13,Maruti,2009,280000,140000,Central,Texas,Houston,Diesel,Individual,Manual,Second_Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,Y
494,509,Tata,2009,88000,201850,Central,Illinois,Chicago,Diesel,Individual,Manual,Second_Owner,17.88,1396,52.8,85Nm@ 2500rpm,5,Y
492,507,Tata,2009,250000,146000,East,New York,New York City,Diesel,Individual,Manual,Second_Owner,13.93,2179,138.0,320Nm@ 1700-2700rpm,7,Y
521,538,Maruti,2009,130000,70000,East,District of Columbia,Washington,Petrol,Individual,Manual,Second_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,Y
238,248,Hyundai,2009,200000,53000,West,California,Los Angeles,Petrol,Individual,Manual,Second_Owner,20.36,1197,78.9,111.8Nm@ 4000rpm,5,Y
1299,1340,Hyundai,2010,150000,60000,South,Florida,Miramar,Petrol,Individual,Manual,Third_Owner,17.92,1086,62.1,96.1Nm@ 3000rpm,5,Y
622,642,Mahindra,2010,229999,168000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,14.0,2498,112.0,260 Nm at 1800-2200 rpm,7,Y
623,643,Mahindra,2010,229999,168000,South,Florida,Miami,Diesel,Individual,Manual,First_Owner,14.0,2498,112.0,260 Nm at 1800-2200 rpm,7,Y
104,109,Volkswagen,2010,700000,114000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,14.3,1798,160.0,250Nm@ 1500~4500rpm,5,Y
1335,1378,Honda,2010,350000,58544,Central,Minnesota,Brooklyn Center,Petrol,Dealer,Manual,Second_Owner,17.4,1497,117.3,145Nm@ 4600rpm,5,Y
186,193,Maruti,2010,215000,120600,West,Washington,Seattle,Petrol,Individual,Manual,Second_Owner,18.9,998,67.1,90Nm@ 3500rpm,5,Y
105,110,Tata,2010,300000,48000,Central,Illinois,Chicago,Petrol,Individual,Manual,First_Owner,15.8,1172,65.0,96 Nm at 3000 rpm,5,Y
187,194,Hyundai,2010,320000,100000,Central,Illinois,Chicago,Petrol,Individual,Manual,Third_Owner,16.2,1599,103.2,14.9 KGM at 3000 RPM,5,Y
376,390,Hyundai,2010,150000,106000,Central,Michigan,Detroit,Petrol,Individual,Manual,Third_Owner,20.36,1197,78.9,111.7Nm@ 4000rpm,5,Y
1186,1225,Maruti,2010,200000,65000,East,Pennsylvania,Greensburg,Petrol,Individual,Manual,First_Owner,18.9,1061,67.0,84Nm@ 3500rpm,5,Y
416,431,Maruti,2010,160000,80000,Central,Illinois,Chicago,Petrol,Individual,Manual,Second_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,Y
1174,1210,Ford,2010,210000,100000,South,Alabama,Madison,Diesel,Individual,Manual,Second_Owner,20.0,1399,68.0,160Nm@ 2000rpm,5,Y
1321,1364,Hyundai,2010,165000,80000,Central,Minnesota,Brooklyn Park,Petrol,Individual,Manual,Third_Owner,20.36,1197,78.9,111.8Nm@ 4000rpm,5,Y
1825,1880,Maruti,2010,320000,130000,Central,Indiana,Marion,Diesel,Individual,Manual,Third_Owner,17.8,1248,75.0,190Nm@ 2000rpm,5,Y
97,102,Tata,2010,200000,100000,East,District of Columbia,Washington,Diesel,Individual,Manual,Second_Owner,18.8,1248,90.0,200Nm@ 1750-3000rpm,5,Y
1208,1247,Hyundai,2010,196000,110000,East,New York,Utica,Petrol,Individual,Automatic,Third_Owner,16.95,1197,78.9,111.8Nm@ 4000rpm,5,Y
391,406,Maruti,2010,150000,80000,South,North Carolina,Charlotte,Petrol,Individual,Manual,First_Owner,20.92,998,67.1,90Nm@ 3500rpm,5,Y
679,700,Maruti,2010,200000,190000,South,Florida,Miami,Diesel,Individual,Manual,Second_Owner,17.8,1248,75.0,190Nm@ 2000rpm,5,Y
1238,1277,Maruti,2010,220000,20000,East,New York,Bethpage,Petrol,Individual,Manual,First_Owner,21.1,1197,85.8,114Nm@ 4000rpm,5,Y
86,91,Maruti,2010,225000,44000,Central,Michigan,Detroit,LPG,Dealer,Manual,First_Owner,26.2,998,58.2,77Nm@ 3500rpm,5,Y
1800,1855,Chevrolet,2010,250000,63000,East,New York,Auburn,Petrol,Individual,Manual,First_Owner,18.6,1199,79.4,108Nm@ 4400rpm,5,Y
1243,1282,Tata,2010,190000,100000,Central,Michigan,Dearborn Heights,Diesel,Individual,Manual,Second_Owner,18.8,1248,90.0,200Nm@ 1750-3000rpm,5,Y
1210,1249,Tata,2010,150000,104000,East,New York,Utica,Petrol,Individual,Manual,First_Owner,15.0,1368,90.0,116Nm@ 4750rpm,5,Y
673,694,Hyundai,2010,210000,20000,West,Washington,Seattle,Petrol,Individual,Manual,First_Owner,19.81,1086,68.05,99.04Nm@ 4500rpm,5,Y
1224,1263,Chevrolet,2010,125000,60000,South,South Carolina,Taylors,Petrol,Individual,Manual,First_Owner,15.26,1150,74.9,110Nm@ 4400rpm,5,Y
1229,1268,Tata,2010,55000,50000,South,Florida,Tampa,Petrol,Individual,Manual,Third_Owner,26.0,624,35.0,"48@ 3,000+/-500(NM@ rpm)",4,Y
1205,1244,Maruti,2010,210000,200000,East,New York,Troy,Petrol,Individual,Manual,First_Owner,17.5,1197,85.8,114Nm@ 4000rpm,5,Y
1775,1830,Volkswagen,2010,225000,80000,Central,Texas,Brownsville,Petrol,Individual,Manual,Second_Owner,14.0,1595,102.0,"15@ 3,800(kgm@ rpm)",5,Y
1260,1299,Tata,2010,535000,96443,Central,Wisconsin,Watertown,Diesel,Individual,Manual,Second_Owner,11.57,2179,138.1,320Nm@ 1700-2700rpm,7,Y
1784,1839,Tata,2010,210000,120000,Central,Texas,Pasadena,Diesel,Individual,Manual,First_Owner,21.12,1248,88.8,200Nm@ 1750-3000rpm,5,Y
686,707,Maruti,2010,100000,180000,East,New York,New York City,Petrol,Individual,Manual,Second_Owner,19.0,998,67.1,90Nm@ 3500rpm,5,Y
1249,1288,Chevrolet,2010,140000,75000,South,Florida,West Palm Beach,Petrol,Individual,Manual,First_Owner,18.6,1199,79.4,108Nm@ 4400rpm,5,Y
866,895,Mahindra,2010,421000,120000,East,District of Columbia,Washington,Diesel,Individual,Manual,Second_Owner,13.6,2523,63.0,180 Nm at 1440-1500rpm,7,Y
1369,1413,Toyota,2010,786000,155000,Central,Texas,Carrollton,Diesel,Individual,Manual,Third_Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8,Y
143,150,BMW,2010,975000,72200,East,District of Columbia,Washington,Petrol,Dealer,Automatic,Second_Owner,10.8,2497,150.0,250 Nm at 2750 rpm,5,Y
1636,1687,Hyundai,2010,300000,49000,East,Pennsylvania,Hanover,Petrol,Individual,Manual,First_Owner,18.5,1197,80.0,"11.4 kgm at 4,000 rpm",5,Y
1477,1526,Maruti,2010,270000,120000,West,Arizona,Scottsdale,Diesel,Individual,Manual,Fourth_Above_Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,Y
527,545,Mahindra,2010,495000,100000,Central,Michigan,Detroit,Diesel,Individual,Manual,Second_Owner,13.6,2523,63.0,180 Nm at 1440-1500rpm,7,Y
460,475,Hyundai,2010,260000,110000,Central,Illinois,Chicago,Diesel,Individual,Manual,Second_Owner,16.2,1493,110.0,24 KGM at 1900-2750 RPM,5,Y
1566,1615,Hyundai,2010,220000,90000,East,Ohio,Grove City,Petrol,Individual,Manual,Fourth_Above_Owner,17.0,1197,80.0,"11.4 kgm at 4,000 rpm",5,Y
1581,1630,Toyota,2010,450000,334000,East,Massachusetts,Newburyport,Diesel,Individual,Manual,First_Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),7,Y
1556,1605,Hyundai,2010,160000,65000,Central,Oklahoma,Bartlesville,Petrol,Individual,Manual,Second_Owner,17.92,1086,62.1,96.1Nm@ 3000rpm,5,Y
1591,1641,Mahindra,2010,600000,100875,East,New York,North Babylon,Diesel,Individual,Automatic,First_Owner,11.79,2179,120.0,290Nm@ 1800-2800rpm,8,Y
466,481,Maruti,2010,200000,65000,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,Second_Owner,19.0,998,66.1,90Nm@ 3500rpm,5,Y
464,479,Tata,2010,140000,40000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,16.6,1405,70.0,"14.3@ 1,800-3,000(kgm@ rpm)",5,Y
554,572,Tata,2010,250000,90000,West,California,Los Angeles,Diesel,Individual,Manual,Second_Owner,18.8,1248,90.0,200Nm@ 1750-3000rpm,5,Y
1386,1430,Hyundai,2010,500000,120000,East,Ohio,Hudson,Diesel,Individual,Manual,Second_Owner,11.8,1991,150.0,32.1kgm@ 2000rpm,5,Y
1378,1422,Hyundai,2010,215000,120000,South,Florida,Jacksonville,Diesel,Individual,Manual,Third_Owner,23.0,1396,90.0,22.4 kgm at 1750-2750rpm,5,Y
1712,1764,Chevrolet,2010,270000,120000,Central,Illinois,Woodridge,Diesel,Individual,Manual,Third_Owner,18.3,1991,147.9,327Nm@ 2600rpm,5,Y
1366,1410,Maruti,2010,125000,120000,Central,Texas,Cedar Hill,Petrol,Individual,Manual,Third_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,Y
1734,1787,Mahindra,2010,420000,160500,South,Arkansas,Fort Smith,Diesel,Individual,Manual,Fourth_Above_Owner,13.5,2179,115.0,277.5Nm@ 1700-2200rpm,5,Y
1365,1409,Fiat,2010,190000,178000,Central,Texas,Cedar Hill,Diesel,Individual,Manual,Second_Owner,20.4,1248,91.7,209Nm@ 2000rpm,5,Y
619,639,Hyundai,2010,270000,90000,West,California,Los Angeles,Diesel,Individual,Manual,Third_Owner,23.0,1396,90.0,22.4 kgm at 1750-2750rpm,5,Y
1450,1497,Honda,2010,409999,110000,Central,Iowa,Urbandale,Petrol,Individual,Automatic,Third_Owner,15.6,1497,116.3,146Nm@ 4800rpm,5,Y
1437,1484,Tata,2010,246000,120000,East,New York,Dix Hills,Diesel,Individual,Manual,First_Owner,18.8,1248,90.0,200Nm@ 1750-3000rpm,5,Y
1678,1729,Honda,2010,321000,60000,East,Ohio,Cleveland,Petrol,Individual,Automatic,Second_Owner,16.8,1497,118.0,146Nm at 4800 rpm,5,Y
172,179,Maruti,2010,220000,120000,East,District of Columbia,Washington,Diesel,Individual,Manual,First_Owner,21.1,1248,73.9,113Nm@ 4500rpm,5,Y
575,595,Maruti,2010,225000,59549,West,California,Los Angeles,Petrol,Dealer,Manual,First_Owner,19.0,998,67.1,90Nm@ 3500rpm,5,Y
577,597,Maruti,2010,200000,73730,West,California,Los Angeles,Petrol,Dealer,Manual,First_Owner,18.2,998,67.1,90Nm@ 3500rpm,5,Y
1419,1466,Ford,2010,144000,50000,Central,Kansas,Leavenworth,Diesel,Individual,Manual,Second_Owner,20.0,1399,68.0,160Nm@ 2000rpm,5,Y
179,186,Toyota,2010,300000,60000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,21.43,1364,87.2,205Nm@ 1800-2800rpm,5,Y
865,894,Ford,2010,180000,110000,Central,Texas,Houston,Diesel,Individual,Manual,Second_Owner,20.0,1399,68.0,160Nm@ 2000rpm,5,Y
430,445,Maruti,2010,120000,70000,East,New York,New York City,Petrol,Individual,Manual,Second_Owner,16.1,796,37.0,59Nm@ 2500rpm,4,Y
1219,1258,Toyota,2010,550000,216000,South,Florida,Tampa,Diesel,Individual,Manual,First_Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8,Y
291,302,Hyundai,2010,300000,70000,East,New York,New York City,Petrol,Individual,Manual,First_Owner,17.0,1197,80.0,"11.4 kgm at 4,000 rpm",5,Y
920,949,Tata,2010,250000,37944,Central,Texas,Dallas,Diesel,Individual,Manual,First_Owner,18.4,1248,75.0,190Nm@ 1750rpm,5,Y
1907,1966,Tata,2010,150000,225000,South,Kentucky,Henderson,Diesel,Individual,Manual,Third_Owner,14.0,1948,90.0,190Nm@ 2000-3000,9,Y
315,328,Hyundai,2010,254999,80000,Central,Illinois,Chicago,Petrol,Individual,Manual,Fourth_Above_Owner,17.0,1197,80.0,"11.4 kgm at 4,000 rpm",5,Y
767,795,Maruti,2010,165000,30000,West,California,Los Angeles,Petrol,Individual,Manual,Third_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,Y
741,767,Fiat,2010,200000,80000,East,New York,New York City,Diesel,Individual,Manual,Second_Owner,20.4,1248,91.2,209Nm@ 2000rpm,5,Y
1886,1943,Maruti,2010,200000,110000,East,New York,Yonkers,Petrol,Individual,Manual,Second_Owner,17.3,1061,64.0,"8.6@ 3,500(kgm@ rpm)",5,Y
908,937,Maruti,2010,200000,90000,East,New York,New York City,Petrol,Individual,Manual,Second_Owner,18.9,1061,67.0,84Nm@ 3500rpm,5,Y
326,340,Maruti,2010,130000,162000,East,New York,New York City,Petrol,Individual,Manual,Second_Owner,19.0,998,66.1,90Nm@ 3500rpm,5,Y
1897,1954,Maruti,2010,150000,120000,Central,Wisconsin,Sun Prairie,Petrol,Individual,Manual,Second_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,Y
331,345,Ford,2010,170000,90000,West,California,Los Angeles,Diesel,Individual,Manual,Second_Owner,20.0,1399,68.0,160Nm@ 2000rpm,5,Y
812,840,Maruti,2010,220000,40000,South,Florida,Miami,Petrol,Individual,Manual,First_Owner,19.0,998,67.1,90Nm@ 3500rpm,5,Y
797,825,Hyundai,2010,270000,60000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,18.5,1197,80.0,"11.4 kgm at 4,000 rpm",5,Y
984,1014,Ford,2010,325000,86017,East,New York,New York City,Diesel,Dealer,Manual,Second_Owner,25.5,1498,99.23,215Nm@ 1750-3000,5,Y
953,982,Maruti,2010,240000,143000,South,Georgia,Atlanta,Petrol,Individual,Manual,First_Owner,17.5,1298,85.8,114Nm@ 4000rpm,5,Y
938,967,Maruti,2010,150000,91500,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,First_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,Y
226,236,Maruti,2010,250000,110000,Central,Illinois,Chicago,Diesel,Individual,Manual,Second_Owner,21.1,1248,73.9,190Nm@ 2000rpm,5,Y
1125,1157,Chevrolet,2010,270000,185000,West,Arizona,Prescott Valley,Diesel,Individual,Manual,First_Owner,14.8,2499,80.0,"19@ 1,800(kgm@ rpm)",7,Y
1864,1919,Tata,2010,175000,60000,Central,Minnesota,Maplewood,Diesel,Individual,Manual,First_Owner,18.0,1248,75.0,190 Nm at 1750  rpm ,5,Y
876,905,Toyota,2010,800000,125000,West,Washington,Seattle,Diesel,Individual,Manual,Second_Owner,11.5,2982,171.0,343Nm@ 1400-3400rpm,7,Y
3,4,Hyundai,2010,225000,127000,Central,Illinois,Chicago,Diesel,Individual,Manual,First_Owner,23.0,1396,90.0,22.4 kgm at 1750-2750rpm,5,Y
1843,1898,Chevrolet,2010,250000,135000,Central,Texas,Lancaster,Diesel,Individual,Manual,Third_Owner,18.3,1991,147.9,327Nm@ 2600rpm,5,Y
354,368,Hyundai,2010,140000,70000,East,New York,New York City,Petrol,Individual,Manual,Fourth_Above_Owner,20.36,1197,78.9,111.7Nm@ 4000rpm,5,Y
858,887,Mahindra,2010,320000,300000,Central,Texas,Houston,Diesel,Individual,Manual,Third_Owner,13.6,2523,63.0,180 Nm at 1440-1500rpm,7,Y
1855,1910,Mahindra,2010,300000,100000,Central,Illinois,Romeoville,Diesel,Individual,Manual,First_Owner,13.0,2489,95.0,220Nm at 1400-2600 rpm,8,Y
719,741,Chevrolet,2010,150000,68000,West,California,Los Angeles,Petrol,Individual,Manual,Fourth_Above_Owner,18.6,1199,79.4,108Nm@ 4400rpm,5,Y
1162,1197,Maruti,2010,180000,70000,South,Tennessee,Collierville,Petrol,Individual,Manual,Second_Owner,18.9,1061,67.0,84Nm@ 3500rpm,5,Y
737,763,Volkswagen,2010,275000,80000,Central,Illinois,Chicago,Diesel,Individual,Manual,Fourth_Above_Owner,22.07,1199,73.9,180Nm@ 2000rpm,5,Y
870,899,Hyundai,2010,270000,100000,East,New York,New York City,Diesel,Individual,Manual,Fourth_Above_Owner,21.9,1396,90.0,22.4 kgm at 1750-2750rpm,5,Y
846,875,Tata,2010,150000,120000,East,Massachusetts,Boston,Diesel,Individual,Manual,Second_Owner,21.12,1248,88.8,200Nm@ 1750-3000rpm,5,Y
1166,1202,Mahindra,2010,265000,135000,South,Tennessee,Columbia,Diesel,Individual,Manual,First_Owner,14.0,2498,112.0,260 Nm at 1800-2200 rpm,8,Y
848,877,Tata,2010,120000,100000,West,California,Los Angeles,Diesel,Individual,Manual,Second_Owner,17.0,1405,70.0,"13.5@ 2,500(kgm@ rpm)",5,Y
1587,1636,Ford,2011,200000,80000,South,Alabama,Selma,Diesel,Individual,Manual,Second_Owner,20.0,1399,68.0,160Nm@ 2000rpm,5,Y
